Sentence-IPA	Sentence Orthography	Sentence ID	Dialogue	Notes	Speaker ID	Stress of target	Focus type	Dialect	Dialogue element	File path
mɑɾjɑmə «ʃutoɾen» kɑɾtʰɑt͡sʰ	Մարիամը «շուտորեն» կարդա՞ց։	sp04_d63_s3a_tV_q	sp04_d63_s3a_tV		sp04	final stress (adverb)	verb focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «hisusi» ɑsɑt͡sʰ	Մարիամը «Հիսուսի» ասաց	sp04_d64_s3_tV_a	sp04_d64_s3_tV		sp04	final stress	verb focus	EA	answer	data/data-few-issues/EA
vot͡ʃʰ	Ոչ	sp04_d64_s3_tV_i	sp04_d64_s3_tV		sp04	final stress	verb focus	EA	interjection	data/data-few-issues/EA
t͡ʃʰəkɑɾtʰɑt͡sʰ	չկարդաց։	sp04_d64_s3_tV_n	sp04_d64_s3_tV		sp04	final stress	verb focus	EA	negation	data/data-few-issues/EA
mɑɾjɑmə «hisusi» kɑɾtʰɑt͡sʰ	Մարիամը «Հիսուսի» կարդա՞ց։	sp04_d64_s3_tV_q	sp04_d64_s3_tV		sp04	final stress	verb focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «χitoɾen» ɑsɑt͡sʰ	Մարիամը «խիտորեն» ասաց	sp04_d65_s3a_tV_a	sp04_d65_s3a_tV		sp04	final stress (adverb)	verb focus	EA	answer	data/data-few-issues/EA
vot͡ʃʰ	Ոչ	sp04_d65_s3a_tV_i	sp04_d65_s3a_tV		sp04	final stress (adverb)	verb focus	EA	interjection	data/data-few-issues/EA
t͡ʃʰəkɑɾtʰɑt͡sʰ	չկարդաց։	sp04_d65_s3a_tV_n	sp04_d65_s3a_tV		sp04	final stress (adverb)	verb focus	EA	negation	data/data-few-issues/EA
mɑɾjɑmə «χitoɾen» kɑɾtʰɑt͡sʰ	Մարիամը «խիտորեն» կարդա՞ց։	sp04_d65_s3a_tV_q	sp04_d65_s3a_tV		sp04	final stress (adverb)	verb focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «hisusə» ɑsɑt͡sʰ	Մարիամը «Հիսուսը» ասաց։	sp04_d66_s2_tS_a	sp04_d66_s2_tS		sp04	penultimate stress (-ə)	subject focus	EA	answer	data/data-few-issues/EA
ov «hisusə» ɑsɑt͡sʰ	Ո՞վ «Հիսուսը» ասաց։	sp04_d66_s2_tS_q	sp04_d66_s2_tS		sp04	penultimate stress (-ə)	subject focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «pɑtiʒəs» ɑsɑt͡sʰ	Մարիամը «պատիժս» ասաց	sp04_d67_s2s_tV_a	sp04_d67_s2s_tV		sp04	penultimate stress (-əs)	verb focus	EA	answer	data/data-few-issues/EA
vot͡ʃʰ	Ոչ	sp04_d67_s2s_tV_i	sp04_d67_s2s_tV		sp04	penultimate stress (-əs)	verb focus	EA	interjection	data/data-few-issues/EA
t͡ʃʰəkɑɾtʰɑt͡sʰ	չկարդաց։	sp04_d67_s2s_tV_n	sp04_d67_s2s_tV		sp04	penultimate stress (-əs)	verb focus	EA	negation	data/data-few-issues/EA
mɑɾjɑmə «pɑtiʒəs» kɑɾtʰɑt͡sʰ	Մարիամը «պատիժս» կարդա՞ց։	sp04_d67_s2s_tV_q	sp04_d67_s2s_tV		sp04	penultimate stress (-əs)	verb focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «kokiki» ɑsɑt͡sʰ	Մարիամը «կոկիկի» ասաց	sp04_d68_s3_tV_a	sp04_d68_s3_tV		sp04	final stress	verb focus	EA	answer	data/data-few-issues/EA
vot͡ʃʰ	Ոչ	sp04_d68_s3_tV_i	sp04_d68_s3_tV		sp04	final stress	verb focus	EA	interjection	data/data-few-issues/EA
t͡ʃʰəkɑɾtʰɑt͡sʰ	չկարդաց։	sp04_d68_s3_tV_n	sp04_d68_s3_tV		sp04	final stress	verb focus	EA	negation	data/data-few-issues/EA
mɑɾjɑmə «kokiki» kɑɾtʰɑt͡sʰ	Մարիամը «կոկիկի» կարդա՞ց։	sp04_d68_s3_tV_q	sp04_d68_s3_tV		sp04	final stress	verb focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «hisusə» ɑsɑt͡sʰ	Մարիամը «Հիսուսը» ասաց	sp04_d69_s2_tV_a	sp04_d69_s2_tV		sp04	penultimate stress (-ə)	verb focus	EA	answer	data/data-few-issues/EA
vot͡ʃʰ	Ոչ	sp04_d69_s2_tV_i	sp04_d69_s2_tV		sp04	penultimate stress (-ə)	verb focus	EA	interjection	data/data-few-issues/EA
t͡ʃʰəkɑɾtʰɑt͡sʰ	չկարդաց։	sp04_d69_s2_tV_n	sp04_d69_s2_tV		sp04	penultimate stress (-ə)	verb focus	EA	negation	data/data-few-issues/EA
mɑɾjɑmə «hisusə» kɑɾtʰɑt͡sʰ	Մարիամը «Հիսուսը» կարդա՞ց։	sp04_d69_s2_tV_q	sp04_d69_s2_tV		sp04	penultimate stress (-ə)	verb focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «kʰitʰeɾə» ɑsɑt͡sʰ	Մարիամը «քիթերը» ասաց։	sp04_d7_s2_tS_a	sp04_d7_s2_tS		sp04	penultimate stress (-ə)	subject focus	EA	answer	data/data-few-issues/EA
ov «kʰitʰeɾə» ɑsɑt͡sʰ	Ո՞վ «քիթերը» ասաց։	sp04_d7_s2_tS_q	sp04_d7_s2_tS		sp04	penultimate stress (-ə)	subject focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «d͡ʒutʰɑkəs» ɑsɑt͡sʰ	Մարիամը «ջութակս» ասաց։	sp04_d70_s2s_tS_a	sp04_d70_s2s_tS		sp04	penultimate stress (-əs)	subject focus	EA	answer	data/data-few-issues/EA
mɑɾjɑmə «d͡ʒutʰɑkəs» ɑsɑt͡sʰ	Մարիամը «ջութակս» ասաց։	sp04_d70_s2s_tS_a_r1	sp04_d70_s2s_tS	repeated	sp04	penultimate stress (-əs)	subject focus	EA	answer	data/data-few-issues/EA
ov «d͡ʒutʰɑkəs» ɑsɑt͡sʰ	Ո՞վ «ջութակս» ասաց։	sp04_d70_s2s_tS_q_r1	sp04_d70_s2s_tS	repeated	sp04	penultimate stress (-əs)	subject focus	EA	question	data/data-few-issues/EA
ov «d͡ʒutʰɑki» ɑsɑt͡sʰ	Ո՞վ «ջութակի» ասաց։	sp04_d70_s3_tS_q_w	sp04_d70_s3_tS	misread the target word [d͡ʒutʰɑkəs] as [d͡ʒutʰɑki]	sp04	final stress	subject focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «hɑtuki» ɑsɑt͡sʰ	Մարիամը «հատուկի» ասաց	sp04_d71_s3_tV_a	sp04_d71_s3_tV		sp04	final stress	verb focus	EA	answer	data/data-few-issues/EA
vot͡ʃʰ	Ոչ	sp04_d71_s3_tV_i	sp04_d71_s3_tV		sp04	final stress	verb focus	EA	interjection	data/data-few-issues/EA
t͡ʃʰəkɑɾtʰɑt͡sʰ	չկարդաց։	sp04_d71_s3_tV_n	sp04_d71_s3_tV		sp04	final stress	verb focus	EA	negation	data/data-few-issues/EA
mɑɾjɑmə «hɑtuki» kɑɾtʰɑt͡sʰ	Մարիամը «հատուկի» կարդա՞ց։	sp04_d71_s3_tV_q	sp04_d71_s3_tV		sp04	final stress	verb focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «kʰit͡ʃʰoɾen» ɑsɑt͡sʰ	Մարիամը «քիչորեն» ասաց։	sp04_d72_s3a_tS_a	sp04_d72_s3a_tS		sp04	final stress (adverb)	subject focus	EA	answer	data/data-few-issues/EA
ov «kʰit͡ʃʰoɾen» ɑsɑt͡sʰ	Ո՞վ «քիչորեն» ասաց։	sp04_d72_s3a_tS_q_?	sp04_d72_s3a_tS	slight pause	sp04	final stress (adverb)	subject focus	EA	question	data/data-moderate-issues/pause-mild/EA
mɑɾjɑmə «t͡ʃɑkɑti» ɑsɑt͡sʰ	Մարիամը «ճակատի» ասաց։	sp04_d73_s3_tS_a	sp04_d73_s3_tS		sp04	final stress	subject focus	EA	answer	data/data-few-issues/EA
ov «t͡ʃɑkɑti» ɑsɑt͡sʰ	Ո՞վ «ճակատի» ասաց։	sp04_d73_s3_tS_q	sp04_d73_s3_tS		sp04	final stress	subject focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «tupʰeɾə» ɑsɑt͡sʰ	Մարիամը «տուփերը» ասաց։	sp04_d74_s2_tS_a	sp04_d74_s2_tS	minor aspiration puff on microphone	sp04	penultimate stress (-ə)	subject focus	EA	answer	data/data-few-issues/EA
ov «tupʰeɾə» ɑsɑt͡sʰ	Ո՞վ «տուփերը» ասաց։	sp04_d74_s2_tS_q	sp04_d74_s2_tS		sp04	penultimate stress (-ə)	subject focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «pɑɾɑɡɑ» ɑsɑt͡sʰ	Մարիամը «պարագա» ասաց։	sp04_d75_s3_tS_a	sp04_d75_s3_tS		sp04	final stress	subject focus	EA	answer	data/data-few-issues/EA
ov «pɑɾɑɡɑ» ɑsɑt͡sʰ	Ո՞վ «պարագա» ասաց։	sp04_d75_s3_tS_q	sp04_d75_s3_tS		sp04	final stress	subject focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «kiselu» ɑsɑt͡sʰ	Մարիամը «կիսելու» ասաց։	sp04_d76_s3_tO_a	sp04_d76_s3_tO		sp04	final stress	object focus	EA	answer	data/data-few-issues/EA
mɑɾjɑmə int͡ʃʰ ɑsɑt͡sʰ	Մարիամը ի՞նչ ասաց։	sp04_d76_s3_tO_q	sp04_d76_s3_tO		sp04	final stress	object focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «mɑtitət» ɑsɑt͡sʰ	Մարիամը «մատիտդ» ասաց	sp04_d77_s2t_tV_a	sp04_d77_s2t_tV		sp04	penultimate stress (-ət)	verb focus	EA	answer	data/data-few-issues/EA
vot͡ʃʰ	Ոչ	sp04_d77_s2t_tV_i	sp04_d77_s2t_tV		sp04	penultimate stress (-ət)	verb focus	EA	interjection	data/data-few-issues/EA
t͡ʃʰəkɑɾtʰɑt͡sʰ	չկարդաց։	sp04_d77_s2t_tV_n	sp04_d77_s2t_tV		sp04	penultimate stress (-ət)	verb focus	EA	negation	data/data-few-issues/EA
mɑɾjɑmə «mɑtitət» kɑɾtʰɑt͡sʰ	Մարիամը «մատիտդ» կարդա՞ց։	sp04_d77_s2t_tV_q	sp04_d77_s2t_tV		sp04	penultimate stress (-ət)	verb focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «buʒumət» ɑsɑt͡sʰ	Մարիամը «բուժումդ» ասաց։	sp04_d78_s2t_tS_a	sp04_d78_s2t_tS		sp04	penultimate stress (-ət)	subject focus	EA	answer	data/data-few-issues/EA
ov «buʒumət» ɑsɑt͡sʰ	Ո՞վ «բուժումդ» ասաց։	sp04_d78_s2t_tS_q	sp04_d78_s2t_tS		sp04	penultimate stress (-ət)	subject focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «χɑnutʰət» ɑsɑt͡sʰ	Մարիամը «խանութդ» ասաց։	sp04_d79_s2t_tO_a	sp04_d79_s2t_tO		sp04	penultimate stress (-ət)	object focus	EA	answer	data/data-few-issues/EA
mɑɾjɑmə int͡ʃʰ ɑsɑt͡sʰ	Մարիամը ի՞նչ ասաց։	sp04_d79_s2t_tO_q	sp04_d79_s2t_tO		sp04	penultimate stress (-ət)	object focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «kʰit͡ʃʰoɾen» ɑsɑt͡sʰ	Մարիամը «քիչորեն» ասաց։	sp04_d8_s3a_tO_a	sp04_d8_s3a_tO		sp04	final stress (adverb)	object focus	EA	answer	data/data-few-issues/EA
mɑɾjɑmə int͡ʃʰ ɑsɑt͡sʰ	Մարիամը ի՞նչ ասաց։	sp04_d8_s3a_tO_q	sp04_d8_s3a_tO	unexpected rise in non-verb question	sp04	final stress (adverb)	object focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «nɑχoɾen» ɑsɑt͡sʰ	Մարիամը «նախորեն» ասաց։	sp04_d80_s3a_tS_a	sp04_d80_s3a_tS		sp04	final stress (adverb)	subject focus	EA	answer	data/data-few-issues/EA
ov «nɑχoɾen» ɑsɑt͡sʰ	Ո՞վ «նախորեն» ասաց։	sp04_d80_s3a_tS_q	sp04_d80_s3a_tS		sp04	final stress (adverb)	subject focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «d͡ʒutʰɑki» ɑsɑt͡sʰ	Մարիամը «ջութակի» ասաց։	sp04_d81_s3_tS_a	sp04_d81_s3_tS		sp04	final stress	subject focus	EA	answer	data/data-few-issues/EA
ov «d͡ʒutʰɑki» ɑsɑt͡sʰ	Ո՞վ «ջութակի» ասաց։	sp04_d81_s3_tS_q	sp04_d81_s3_tS	unexpected rise in non-verb question	sp04	final stress	subject focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «buʒumi» ɑsɑt͡sʰ	Մարիամը «բուժումի» ասաց	sp04_d82_s3_tV_a	sp04_d82_s3_tV		sp04	final stress	verb focus	EA	answer	data/data-few-issues/EA
vot͡ʃʰ	Ոչ	sp04_d82_s3_tV_i	sp04_d82_s3_tV		sp04	final stress	verb focus	EA	interjection	data/data-few-issues/EA
t͡ʃʰəkɑɾtʰɑt͡sʰ	չկարդաց։	sp04_d82_s3_tV_n	sp04_d82_s3_tV		sp04	final stress	verb focus	EA	negation	data/data-few-issues/EA
mɑɾjɑmə «buʒumi» kɑɾtʰɑt͡sʰ	Մարիամը «բուժումի» կարդա՞ց։	sp04_d82_s3_tV_q_?	sp04_d82_s3_tV	background noise	sp04	final stress	verb focus	EA	question	data/data-moderate-issues/noise-mild/EA
mɑɾjɑmə «tɑseɾoɾtʰ» ɑsɑt͡sʰ	Մարիամը «տասերորդ» ասաց	sp04_d83_s1o_tV_a	sp04_d83_s1o_tV		sp04	initial stress (ordinal)	verb focus	EA	answer	data/data-few-issues/EA
vot͡ʃʰ	Ոչ	sp04_d83_s1o_tV_i	sp04_d83_s1o_tV		sp04	initial stress (ordinal)	verb focus	EA	interjection	data/data-few-issues/EA
t͡ʃʰəkɑɾtʰɑt͡sʰ	չկարդաց։	sp04_d83_s1o_tV_n	sp04_d83_s1o_tV		sp04	initial stress (ordinal)	verb focus	EA	negation	data/data-few-issues/EA
mɑɾjɑmə «tɑseɾoɾtʰ» kɑɾtʰɑt͡sʰ	Մարիամը «տասերորդ» կարդա՞ց։	sp04_d83_s1o_tV_q_?	sp04_d83_s1o_tV	slight pause	sp04	initial stress (ordinal)	verb focus	EA	question	data/data-moderate-issues/pause-mild/EA
mɑɾjɑmə «kʰitʰeɾə» ɑsɑt͡sʰ	Մարիամը «քիթերը» ասաց։	sp04_d84_s2_tO_a	sp04_d84_s2_tO	minor aspiration puff on microphone	sp04	penultimate stress (-ə)	object focus	EA	answer	data/data-few-issues/EA
mɑɾjɑmə int͡ʃʰ ɑsɑt͡sʰ	Մարիամը ի՞նչ ասաց։	sp04_d84_s2_tO_q	sp04_d84_s2_tO		sp04	penultimate stress (-ə)	object focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «pɑtiʒi» ɑsɑt͡sʰ	Մարիամը «պատիժի» ասաց։	sp04_d85_s3_tO_a	sp04_d85_s3_tO		sp04	final stress	object focus	EA	answer	data/data-few-issues/EA
mɑɾjɑmə int͡ʃʰ ɑsɑt͡sʰ	Մարիամը ի՞նչ ասաց։	sp04_d85_s3_tO_q	sp04_d85_s3_tO	unexpected rise in non-verb question	sp04	final stress	object focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «kuteɾi» ɑsɑt͡sʰ	Մարիամը «կուտերի» ասաց։	sp04_d86_s3_tO_a	sp04_d86_s3_tO		sp04	final stress	object focus	EA	answer	data/data-few-issues/EA
mɑɾjɑmə int͡ʃʰ ɑsɑt͡sʰ	Մարիամը ի՞նչ ասաց։	sp04_d86_s3_tO_q	sp04_d86_s3_tO		sp04	final stress	object focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «pɑtiʒi» ɑsɑt͡sʰ	Մարիամը «պատիժի» ասաց	sp04_d87_s3_tV_a	sp04_d87_s3_tV		sp04	final stress	verb focus	EA	answer	data/data-few-issues/EA
vot͡ʃʰ	Ոչ	sp04_d87_s3_tV_i	sp04_d87_s3_tV		sp04	final stress	verb focus	EA	interjection	data/data-few-issues/EA
t͡ʃʰəkɑɾtʰɑt͡sʰ	չկարդաց։	sp04_d87_s3_tV_n	sp04_d87_s3_tV		sp04	final stress	verb focus	EA	negation	data/data-few-issues/EA
mɑɾjɑmə «pɑtiʒi» kɑɾtʰɑt͡sʰ	Մարիամը «պատիժի» կարդա՞ց։	sp04_d87_s3_tV_q	sp04_d87_s3_tV		sp04	final stress	verb focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «kɑtɑki» ɑsɑt͡sʰ	Մարիամը «կատակի» ասաց	sp04_d88_s3_tV_a	sp04_d88_s3_tV		sp04	final stress	verb focus	EA	answer	data/data-few-issues/EA
vot͡ʃʰ	Ոչ	sp04_d88_s3_tV_i	sp04_d88_s3_tV		sp04	final stress	verb focus	EA	interjection	data/data-few-issues/EA
t͡ʃʰəkɑɾtʰɑt͡sʰ	չկարդաց։	sp04_d88_s3_tV_n	sp04_d88_s3_tV		sp04	final stress	verb focus	EA	negation	data/data-few-issues/EA
mɑɾjɑmə «kɑtɑki» kɑɾtʰɑt͡sʰ	Մարիամը «կատակի» կարդա՞ց։	sp04_d88_s3_tV_q	sp04_d88_s3_tV		sp04	final stress	verb focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «hɑtukə» ɑsɑt͡sʰ	Մարիամը «հատուկը» ասաց։	sp04_d89_s2_tS_a	sp04_d89_s2_tS		sp04	penultimate stress (-ə)	subject focus	EA	answer	data/data-few-issues/EA
ov «hɑtukə» ɑsɑt͡sʰ	Ո՞վ «հատուկը» ասաց։	sp04_d89_s2_tS_q	sp04_d89_s2_tS		sp04	penultimate stress (-ə)	subject focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «koʃikəs» ɑsɑt͡sʰ	Մարիամը «կոշիկս» ասաց։	sp04_d9_s2s_tO_a	sp04_d9_s2s_tO		sp04	penultimate stress (-əs)	object focus	EA	answer	data/data-few-issues/EA
mɑɾjɑmə int͡ʃʰ ɑsɑt͡sʰ	Մարիամը ի՞նչ ասաց։	sp04_d9_s2s_tO_q	sp04_d9_s2s_tO	minor aspiration puff on microphone	sp04	penultimate stress (-əs)	object focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «ɡɑɡɑtʰi» ɑsɑt͡sʰ	Մարիամը «գագաթի» ասաց։	sp04_d90_s3_tO_a	sp04_d90_s3_tO		sp04	final stress	object focus	EA	answer	data/data-few-issues/EA
mɑɾjɑmə int͡ʃʰ ɑsɑt͡sʰ	Մարիամը ի՞նչ ասաց։	sp04_d90_s3_tO_q	sp04_d90_s3_tO	unexpected rise in non-verb question	sp04	final stress	object focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «bopiki» ɑsɑt͡sʰ	Մարիամը «բոպիկի» ասաց։	sp04_d91_s3_tO_a	sp04_d91_s3_tO		sp04	final stress	object focus	EA	answer	data/data-few-issues/EA
mɑɾjɑmə int͡ʃʰ ɑsɑt͡sʰ	Մարիամը ի՞նչ ասաց։	sp04_d91_s3_tO_q	sp04_d91_s3_tO		sp04	final stress	object focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «pʰɑpʰuki» ɑsɑt͡sʰ	Մարիամը «փափուկի» ասաց	sp04_d92_s3_tV_a	sp04_d92_s3_tV	minor aspiration puff on microphone	sp04	final stress	verb focus	EA	answer	data/data-few-issues/EA
vot͡ʃʰ	Ոչ	sp04_d92_s3_tV_i	sp04_d92_s3_tV		sp04	final stress	verb focus	EA	interjection	data/data-few-issues/EA
t͡ʃʰəkɑɾtʰɑt͡sʰ	չկարդաց։	sp04_d92_s3_tV_n	sp04_d92_s3_tV		sp04	final stress	verb focus	EA	negation	data/data-few-issues/EA
mɑɾjɑmə «pʰɑpʰuki» kɑɾtʰɑt͡sʰ	Մարիամը «փափուկի» կարդա՞ց։	sp04_d92_s3_tV_q	sp04_d92_s3_tV	minor aspiration puff on microphone	sp04	final stress	verb focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «tɑbɑti» ɑsɑt͡sʰ	Մարիամը «տաբատի» ասաց։	sp04_d93_s3_tS_a	sp04_d93_s3_tS		sp04	final stress	subject focus	EA	answer	data/data-few-issues/EA
ov «tɑbɑti» ɑsɑt͡sʰ	Ո՞վ «տաբատի» ասաց։	sp04_d93_s3_tS_q	sp04_d93_s3_tS		sp04	final stress	subject focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «χitoɾen» ɑsɑt͡sʰ	Մարիամը «խիտորեն» ասաց։	sp04_d94_s3a_tS_a	sp04_d94_s3a_tS		sp04	final stress (adverb)	subject focus	EA	answer	data/data-few-issues/EA
ov «χitoɾen» ɑsɑt͡sʰ	Ո՞վ «խիտորեն» ասաց։	sp04_d94_s3a_tS_q	sp04_d94_s3a_tS		sp04	final stress (adverb)	subject focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «hisusə» ɑsɑt͡sʰ	Մարիամը «Հիսուսը» ասաց։	sp04_d95_s2_tO_a	sp04_d95_s2_tO		sp04	penultimate stress (-ə)	object focus	EA	answer	data/data-few-issues/EA
mɑɾjɑmə int͡ʃʰ ɑsɑt͡sʰ	Մարիամը ի՞նչ ասաց։	sp04_d95_s2_tO_q	sp04_d95_s2_tO		sp04	penultimate stress (-ə)	object focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «hɑtuki» ɑsɑt͡sʰ	Մարիամը «հատուկի» ասաց։	sp04_d96_s3_tO_a	sp04_d96_s3_tO		sp04	final stress	object focus	EA	answer	data/data-few-issues/EA
mɑɾjɑmə int͡ʃʰ ɑsɑt͡sʰ	Մարիամը ի՞նչ ասաց։	sp04_d96_s3_tO_q	sp04_d96_s3_tO		sp04	final stress	object focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «ɡɑɡɑtʰə» ɑsɑt͡sʰ	Մարիամը «գագաթը» ասաց։	sp04_d97_s2_tO_a	sp04_d97_s2_tO		sp04	penultimate stress (-ə)	object focus	EA	answer	data/data-few-issues/EA
mɑɾjɑmə int͡ʃʰ ɑsɑt͡sʰ	Մարիամը ի՞նչ ասաց։	sp04_d97_s2_tO_q	sp04_d97_s2_tO	unexpected rise in non-verb question	sp04	penultimate stress (-ə)	object focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «zutoɾen» ɑsɑt͡sʰ	Մարիամը «զուտորեն» ասաց։	sp04_d98_s3a_tS_a	sp04_d98_s3a_tS		sp04	final stress (adverb)	subject focus	EA	answer	data/data-few-issues/EA
ov «zutoɾen» ɑsɑt͡sʰ	Ո՞վ «զուտորեն» ասաց։	sp04_d98_s3a_tS_q	sp04_d98_s3a_tS		sp04	final stress (adverb)	subject focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «hɑtukə» ɑsɑt͡sʰ	Մարիամը «հատուկը» ասաց։	sp04_d99_s2_tS_a	sp04_d99_s2_tS		sp04	penultimate stress (-ə)	subject focus	EA	answer	data/data-few-issues/EA
ov «hɑtukə» ɑsɑt͡sʰ	Ո՞վ «հատուկը» ասաց։	sp04_d99_s2_tS_q	sp04_d99_s2_tS		sp04	penultimate stress (-ə)	subject focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «jevɾopɑ» ɑsɑt͡sʰ	Մարիամը «Եվրոպա» ասաց	sp05_d1_s3_tV_a	sp05_d1_s3_tV		sp05	final stress	verb focus	EA	answer	data/data-few-issues/EA
vot͡ʃʰ	Ոչ	sp05_d1_s3_tV_i	sp05_d1_s3_tV		sp05	final stress	verb focus	EA	interjection	data/data-few-issues/EA
t͡ʃʰəkɑɾtʰɑt͡sʰ	չկարդաց։	sp05_d1_s3_tV_n	sp05_d1_s3_tV		sp05	final stress	verb focus	EA	negation	data/data-few-issues/EA
mɑɾjɑmə «jevɾopɑ» kɑɾtʰɑt͡sʰ	Մարիամը «Եվրոպա» կարդա՞ց։	sp05_d1_s3_tV_q	sp05_d1_s3_tV		sp05	final stress	verb focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «dɑtelu» ɑsɑt͡sʰ	Մարիամը «դատելու» ասաց։	sp05_d10_s3_tO_a	sp05_d10_s3_tO		sp05	final stress	object focus	EA	answer	data/data-few-issues/EA
mɑɾjɑmə int͡ʃʰ ɑsɑt͡sʰ	Մարիամը ի՞նչ ասաց։	sp05_d10_s3_tO_q	sp05_d10_s3_tO		sp05	final stress	object focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «kiselu» ɑsɑt͡sʰ	Մարիամը «կիսելու» ասաց։	sp05_d100_s3_tS_a	sp05_d100_s3_tS		sp05	final stress	subject focus	EA	answer	data/data-few-issues/EA
ov «kiselu» ɑsɑt͡sʰ	Ո՞վ «կիսելու» ասաց։	sp05_d100_s3_tS_q	sp05_d100_s3_tS		sp05	final stress	subject focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «kʰit͡ʃʰoɾen» ɑsɑt͡sʰ	Մարիամը «քիչորեն» ասաց։	sp05_d101_s3a_tS_a_?	sp05_d101_s3a_tS	background noise	sp05	final stress (adverb)	subject focus	EA	answer	data/data-moderate-issues/noise-mild/EA
ov «kʰit͡ʃʰoɾen» ɑsɑt͡sʰ	Ո՞վ «քիչորեն» ասաց։	sp05_d101_s3a_tS_q	sp05_d101_s3a_tS		sp05	final stress (adverb)	subject focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «zɑtoɾen» ɑsɑt͡sʰ	Մարիամը «զատորեն» ասաց։	sp05_d102_s3a_tO_a	sp05_d102_s3a_tO		sp05	final stress (adverb)	object focus	EA	answer	data/data-few-issues/EA
mɑɾjɑmə int͡ʃʰ ɑsɑt͡sʰ	Մարիամը ի՞նչ ասաց։	sp05_d102_s3a_tO_q	sp05_d102_s3a_tO		sp05	final stress (adverb)	object focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «ɡit͡seɾə» ɑsɑt͡sʰ	Մարիամը «գիծերը» ասաց	sp05_d103_s2_tV_a	sp05_d103_s2_tV		sp05	penultimate stress (-ə)	verb focus	EA	answer	data/data-few-issues/EA
vot͡ʃʰ	Ոչ	sp05_d103_s2_tV_i	sp05_d103_s2_tV		sp05	penultimate stress (-ə)	verb focus	EA	interjection	data/data-few-issues/EA
t͡ʃʰəkɑɾtʰɑt͡sʰ	չկարդաց։	sp05_d103_s2_tV_n	sp05_d103_s2_tV		sp05	penultimate stress (-ə)	verb focus	EA	negation	data/data-few-issues/EA
mɑɾjɑmə «ɡit͡seɾə» kɑɾtʰɑt͡sʰ	Մարիամը «գիծերը» կարդա՞ց։	sp05_d103_s2_tV_q	sp05_d103_s2_tV		sp05	penultimate stress (-ə)	verb focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «zɑtelə» ɑsɑt͡sʰ	Մարիամը «զատելը» ասաց։	sp05_d104_s2_tO_a	sp05_d104_s2_tO		sp05	penultimate stress (-ə)	object focus	EA	answer	data/data-few-issues/EA
mɑɾjɑmə int͡ʃʰ ɑsɑt͡sʰ	Մարիամը ի՞նչ ասաց։	sp05_d104_s2_tO_q	sp05_d104_s2_tO		sp05	penultimate stress (-ə)	object focus	EA	question	data/data-few-issues/EA
mɑɾjɑmə «pʰɑpʰɑɡət» ɑsɑt͡sʰ	Մարիամը «փափագդ» ասաց։	sp05_d105_s2t_tS_a	sp05_d105_s2t_tS		sp05	penultimate stress (-ət)	subject focus	EA	answer	data/data-few-issues/EA
